a,b,c,n,v
2018-01-04,2018-01-05,2018-01-04,br,138.6
2018-02-24,2018-02-25,2018-02-22,it,138.6
2018-05-06,2018-05-07,2018-05-02,de,138.6
2018-04-08,2018-04-09,2018-03-24,th,138.6
2018-01-19,2018-01-20,2017-11-29,ch,138.6
2018-05-10,2018-05-11,2018-05-10,ch,138.85
2018-04-01,2018-04-02,2018-03-04,fr,138.85
2018-01-27,2018-01-28,2018-01-26,ch,139
2018-01-15,2018-01-16,2018-01-08,de,139.3
2018-04-30,2018-05-01,2018-04-25,ch,139.3
2018-11-05,2018-11-06,2018-10-10,at,139.3
2018-05-04,2018-05-05,2018-03-14,ch,139.3
2018-09-01,2018-09-02,2018-08-29,ch,139.3
2018-09-09,2018-09-10,2018-09-09,ch,139.3
2018-06-22,2018-06-23,2018-05-05,jp,139.3
2018-02-26,2018-02-27,2018-02-26,de,139.3
2018-01-29,2018-01-30,2018-01-23,de,139.3
2018-01-29,2018-01-30,2018-01-29,ch,139.3
2018-02-19,2018-02-20,2018-01-31,null,139.3
2018-11-09,2018-11-10,2018-11-05,ch,139.3
2018-01-25,2018-01-26,2018-01-19,ch,139.3
2018-08-01,2018-08-02,2018-05-29,cn,139.3
2018-01-15,2018-01-16,2018-01-08,de,139.3
2018-11-30,2018-12-01,2018-06-26,at,139.3
2018-01-22,2018-01-23,2018-01-18,ch,139.3
2018-02-15,2018-02-16,2018-02-14,it,139.3
2018-11-30,2018-12-01,2018-06-26,at,139.3
2018-01-15,2018-01-16,2018-01-08,de,139.3
2018-01-16,2018-01-17,2018-01-10,ch,139.3
2018-07-05,2018-07-06,2018-06-26,de,139.3
2018-05-03,2018-05-04,2018-05-03,ch,139.3
2018-11-10,2018-11-11,2018-11-08,ch,139.3
2018-08-01,2018-08-02,2018-05-29,cn,139.3
2018-06-29,2018-06-30,2018-06-16,ch,139.3
2018-12-17,2018-12-18,2018-12-12,ch,139.4
2018-06-15,2018-06-16,2018-06-12,gf,139.5
2018-11-17,2018-11-18,2018-11-03,ch,139.6
2018-10-06,2018-10-07,2018-09-13,jp,139.6
2018-05-09,2018-05-10,2018-05-09,gb,139.6
2018-04-13,2018-04-14,2018-04-14,gf,139.6
2017-12-26,2017-12-27,2017-12-17,null,139.6
2018-01-13,2018-01-14,2018-01-10,ch,139.6
2018-05-20,2018-05-21,2018-02-18,hk,139.6
2018-10-14,2018-10-15,2018-09-05,kr,139.6
2018-04-21,2018-04-22,2018-03-23,nl,139.6
2018-01-16,2018-01-17,2018-01-09,au,139.6
2018-05-09,2018-05-10,2018-05-08,pk,139.6
2018-04-21,2018-04-22,2018-04-21,ch,139.6
2017-12-15,2017-12-16,2017-12-15,null,139.6
2018-08-26,2018-08-27,2018-08-03,tw,139.6
2018-10-28,2018-10-29,2018-10-08,ru,139.6
2018-05-26,2018-05-27,2018-05-15,ch,139.6
2018-01-13,2018-01-14,2018-01-03,ch,139.6
2018-07-17,2018-07-18,2018-07-16,no,139.6
2018-05-21,2018-05-22,2018-05-07,jp,139.6
2018-03-31,2018-04-01,2018-03-27,gf,139.6
2017-12-27,2017-12-28,2017-12-26,hk,139.6
2018-04-27,2018-04-28,2018-04-27,sa,139.6
2018-03-03,2018-03-04,2018-03-03,ch,139.8
2018-01-19,2018-01-20,2018-01-12,ch,139.8
2018-05-12,2018-05-13,2018-05-11,gf,140
2018-05-10,2018-05-11,2018-05-07,fr,140
2018-05-10,2018-05-11,2018-05-08,ch,140
2018-02-01,2018-02-02,2018-01-30,ch,140.3
2018-05-29,2018-05-30,2018-05-29,ch,140.3
2018-06-04,2018-06-05,2018-06-04,ch,140.3
2018-06-01,2018-06-02,2017-10-26,null,140.3
2018-10-02,2018-10-03,2018-10-02,cn,140.3
2018-10-15,2018-10-16,2018-10-09,ch,140.3
2018-01-30,2018-01-31,2018-01-30,ch,140.3
2018-03-16,2018-03-17,2018-02-25,ch,140.3
2018-03-12,2018-03-13,2018-03-01,null,140.3
2018-06-14,2018-06-15,2018-04-24,gf,140.3
2018-05-07,2018-05-08,2018-05-04,gf,140.3
2018-09-11,2018-09-12,2017-10-26,null,140.3
2018-01-23,2018-01-24,2018-01-18,ch,140.3
2018-02-08,2018-02-09,2018-01-29,ch,140.3
2018-10-31,2018-11-01,2018-10-31,gf,140.3
2018-06-01,2018-06-02,2017-10-26,null,140.3
2018-06-04,2018-06-05,2017-10-26,null,140.3
2018-01-15,2018-01-16,2018-01-11,fr,140.3
2018-04-25,2018-04-26,2018-01-15,at,140.3
2018-01-23,2018-01-24,2018-01-23,gf,140.3
2018-05-31,2018-06-01,2018-04-30,gf,140.3
2018-10-15,2018-10-16,2018-10-09,ch,140.3
2018-05-16,2018-05-17,2018-01-09,de,140.3
2018-12-18,2018-12-19,2018-12-17,ch,140.3
2018-02-28,2018-03-01,2017-11-29,jp,140.3
2018-04-25,2018-04-26,2018-01-15,at,140.3
2018-10-27,2018-10-28,2018-10-10,fr,140.3
2018-04-05,2018-04-06,2018-04-04,de,140.3
2018-06-17,2018-06-18,2017-10-26,null,140.3
2018-04-09,2018-04-10,2018-04-08,ch,140.3
2018-01-15,2018-01-16,2018-01-12,pl,140.3
2018-10-24,2018-10-25,2017-10-26,null,140.3
2018-02-11,2018-02-12,2018-01-12,gf,140.3
2018-06-07,2018-06-08,2018-05-17,null,140.3
2018-04-12,2018-04-13,2018-04-08,gb,140.3
2018-01-15,2018-01-16,2018-01-11,ch,140.3
2018-01-17,2018-01-18,2018-01-12,de,140.3
2018-01-20,2018-01-21,2017-11-29,ch,140.3
2018-04-28,2018-04-29,2018-04-28,ch,140.3
2018-05-31,2018-06-01,2018-05-09,gf,140.3
2018-05-27,2018-05-28,2018-05-27,ch,140.3
2018-12-10,2018-12-11,2018-11-28,ch,140.3
2018-01-15,2018-01-16,2018-01-13,ch,140.3
2018-10-31,2018-11-01,2018-05-25,at,140.3
2019-01-08,2019-01-09,2019-01-06,ch,140.3
2018-04-23,2018-04-24,2017-12-28,gf,140.3
2018-02-01,2018-02-02,2018-01-31,ch,140.3
2018-10-15,2018-10-16,2018-10-15,gf,140.3
2018-04-05,2018-04-06,2018-03-30,nl,140.3
2018-03-01,2018-03-02,2018-02-26,ch,140.3
2018-05-03,2018-05-04,2018-05-02,null,140.3
2018-08-28,2018-08-29,2018-05-13,ch,140.3
2018-02-12,2018-02-13,2018-02-10,it,140.3
2018-03-28,2018-03-29,2018-03-23,ch,140.3
2018-04-23,2018-04-24,2017-12-28,gf,140.3
2018-06-07,2018-06-08,2018-05-25,null,140.3
2018-10-15,2018-10-16,2018-10-15,gf,140.5
2018-08-04,2018-08-05,2018-07-29,fr,140.6
2018-01-21,2018-01-22,2018-01-06,ch,140.6
2018-04-01,2018-04-02,2018-03-30,ch,140.6
2018-01-07,2018-01-08,2018-01-07,ru,140.6
2019-01-09,2019-01-10,2018-12-20,ch,140.6
2018-04-17,2018-04-18,2018-04-17,ch,140.6
2018-06-23,2018-06-24,2017-12-03,jp,140.6
2018-01-03,2018-01-04,2018-01-03,ch,140.6
2018-01-04,2018-01-05,2018-01-04,gf,140.6
2018-04-07,2018-04-08,2018-04-05,ch,140.6
2018-06-29,2018-06-30,2017-11-29,tw,140.6
2018-01-05,2018-01-06,2017-12-16,fr,140.6
2018-10-28,2018-10-29,2018-03-21,th,140.6
2018-03-24,2018-03-25,2018-03-25,gf,140.6
2018-06-15,2018-06-16,2017-12-28,kr,140.6
2018-04-05,2018-04-06,2018-04-01,mx,140.6
2018-06-29,2018-06-30,2017-11-29,tw,140.6
2018-12-26,2018-12-27,2018-12-07,de,140.6
2018-06-29,2018-06-30,2017-11-29,tw,140.6
2018-07-13,2018-07-14,2017-11-29,jp,140.6
2018-01-04,2018-01-05,2017-12-27,fr,140.6
2018-10-28,2018-10-29,2018-03-21,th,140.6
2018-03-10,2018-03-11,2018-03-01,ch,140.6
2018-01-04,2018-01-05,2017-12-25,us,140.6
2018-04-06,2018-04-07,2018-01-04,tw,140.6
2018-03-25,2018-03-26,2018-03-08,ch,140.6
2018-07-30,2018-07-31,2018-07-30,gb,140.6
2018-06-23,2018-06-24,2017-12-03,jp,140.6
2018-04-06,2018-04-07,2018-03-18,de,140.6
2017-12-24,2017-12-25,2017-12-18,ch,140.6
2018-04-06,2018-04-07,2018-03-18,de,140.6
2018-01-06,2018-01-07,2017-11-29,ch,140.6
2018-01-04,2018-01-05,2017-12-25,us,140.6
2018-07-07,2018-07-08,2018-01-14,jp,140.6
2018-02-04,2018-02-05,2018-01-17,ch,140.6
2018-06-23,2018-06-24,2017-12-03,jp,140.6
2018-01-06,2018-01-07,2017-12-29,ch,140.6
2018-03-01,2018-03-02,2018-02-25,ch,140.6
2018-04-29,2018-04-30,2018-04-29,ch,140.6
2018-09-28,2018-09-29,2018-03-08,us,140.6
2017-12-27,2017-12-28,2017-12-16,gf,140.6
2018-03-20,2018-03-21,2017-12-22,de,140.6
2018-04-01,2018-04-02,2018-03-30,ch,140.6
2018-03-31,2018-04-01,2018-02-17,hk,140.6
2018-04-15,2018-04-16,2017-11-29,gb,140.6
2018-01-19,2018-01-20,2018-01-18,uy,140.6
2018-01-23,2018-01-24,2017-12-11,kr,140.6
2018-01-06,2018-01-07,2017-11-29,ch,140.6
2018-01-03,2018-01-04,2017-12-28,ch,140.6
2018-01-05,2018-01-06,2018-01-05,gf,140.6
2018-04-05,2018-04-06,2018-04-05,ch,140.6
2018-06-29,2018-06-30,2017-11-29,tw,140.6
2018-10-06,2018-10-07,2018-06-16,jp,140.6
2018-01-06,2018-01-07,2017-11-29,ch,140.6
2018-01-06,2018-01-07,2017-11-29,ch,140.6
2018-01-02,2018-01-03,2018-01-02,de,140.6
2018-03-10,2018-03-11,2018-03-10,gf,140.6
2018-12-19,2018-12-20,2018-11-27,kr,140.6
2018-12-18,2018-12-19,2018-12-10,ch,140.6
2018-06-23,2018-06-24,2017-12-03,jp,140.6
2018-01-03,2018-01-04,2018-01-03,ch,140.6
2018-01-05,2018-01-06,2018-01-03,ch,140.6
2018-01-05,2018-01-06,2018-01-05,gf,140.6
2018-03-31,2018-04-01,2018-02-21,it,140.6
2017-12-16,2017-12-17,2017-11-29,ch,140.6
2018-01-06,2018-01-07,2017-11-29,ch,140.6
2018-10-28,2018-10-29,2018-03-21,th,140.6
2018-01-06,2018-01-07,2017-11-29,ch,140.6
2018-05-08,2018-05-09,2017-12-18,ch,140.6
2018-04-02,2018-04-03,2018-03-28,de,140.6
2018-01-02,2018-01-03,2018-01-02,de,140.6
2018-12-26,2018-12-27,2018-12-07,de,140.6
2018-04-06,2018-04-07,2018-04-05,ch,140.8
2018-12-14,2018-12-15,2018-12-11,ch,140.8
2018-05-05,2018-05-06,2018-04-29,ch,141
2018-01-27,2018-01-28,2018-01-20,ch,141
2018-05-05,2018-05-06,2018-04-29,ch,141
2019-01-01,2019-01-02,2019-01-01,cn,141.1
2018-12-30,2018-12-31,2018-12-30,gb,141.1
2018-06-03,2018-06-04,2018-05-31,cn,141.1
2018-01-09,2018-01-10,2018-01-09,fr,141.3
2017-12-18,2017-12-19,2017-12-16,at,141.3
2018-04-21,2018-04-22,2018-04-16,ch,141.3
2018-02-22,2018-02-23,2018-02-22,null,141.3
2018-08-17,2018-08-18,2018-08-09,ch,141.3
2018-05-12,2018-05-13,2018-05-08,fr,141.3
2018-11-27,2018-11-28,2018-11-13,br,141.3
2018-01-17,2018-01-18,2018-01-16,ch,141.3
2018-02-26,2018-02-27,2018-02-26,gf,141.3
2018-07-16,2018-07-17,2018-07-10,fr,141.3
2018-11-12,2018-11-13,2018-10-28,gf,141.3
2018-12-03,2018-12-04,2018-11-28,ch,141.3
2018-11-30,2018-12-01,2018-11-05,ch,141.3
2018-02-13,2018-02-14,2018-02-13,de,141.3
2017-12-21,2017-12-22,2017-11-29,ch,141.3
2018-05-05,2018-05-06,2018-04-22,ch,141.3
2018-04-14,2018-04-15,2018-04-14,ch,141.3
2018-02-23,2018-02-24,2018-01-15,ch,141.3
2018-08-15,2018-08-16,2018-08-13,ch,141.3
2018-10-08,2018-10-09,2018-10-02,gf,141.3
2018-03-28,2018-03-29,2018-03-27,de,141.4
2018-12-29,2018-12-30,2018-09-23,us,141.6
2018-12-31,2019-01-01,2018-12-04,ch,141.6
2017-12-16,2017-12-17,2017-11-29,us,141.6
2018-05-04,2018-05-05,2018-04-24,ch,141.6
2018-03-17,2018-03-18,2018-03-15,ch,141.6
2018-01-18,2018-01-19,2017-11-29,kr,141.6
2018-12-23,2018-12-24,2018-04-25,au,141.6
2018-01-08,2018-01-09,2017-12-28,ch,141.6
2018-05-20,2018-05-21,2018-05-20,nl,141.6
2018-12-29,2018-12-30,2018-09-23,us,141.6
2018-03-09,2018-03-10,2018-03-09,gf,141.7
2018-04-22,2018-04-23,2018-04-17,gf,141.8
2018-04-15,2018-04-16,2018-02-18,th,142
2018-04-15,2018-04-16,2018-02-12,th,142
2018-12-11,2018-12-12,2018-12-10,ch,142
2018-03-12,2018-03-13,2018-02-08,ch,142.1
2018-02-21,2018-02-22,2018-02-20,ch,142.1
2018-05-17,2018-05-18,2018-05-13,ch,142.1
2018-02-22,2018-02-23,2017-12-31,ch,142.2
2018-01-31,2018-02-01,2018-01-31,ch,142.3
2018-03-28,2018-03-29,2018-03-20,at,142.3
2018-01-05,2018-01-06,2017-11-29,za,142.3
2018-02-13,2018-02-14,2018-01-23,de,142.3
2018-08-20,2018-08-21,2018-08-19,gb,142.3
2018-05-13,2018-05-14,2018-03-16,ch,142.3
2018-08-20,2018-08-21,2018-08-17,at,142.3
2018-03-08,2018-03-09,2018-03-08,null,142.3
2018-07-05,2018-07-06,2018-07-05,gf,142.3
2018-05-03,2018-05-04,2018-04-30,ch,142.3
2018-02-20,2018-02-21,2018-02-19,ch,142.3
2018-07-05,2018-07-06,2018-07-04,ch,142.3
2018-09-17,2018-09-18,2018-09-03,ch,142.3
2018-01-05,2018-01-06,2017-11-29,za,142.3
2018-11-19,2018-11-20,2018-11-11,fr,142.3
2018-08-20,2018-08-21,2018-08-19,de,142.3
2018-04-09,2018-04-10,2018-03-31,lu,142.3
2018-03-21,2018-03-22,2018-02-24,ch,142.4
2018-10-24,2018-10-25,2018-10-16,ch,142.4
2017-12-30,2017-12-31,2017-12-21,fr,142.6
2017-12-28,2017-12-29,2017-12-19,gb,142.6
2018-01-14,2018-01-15,2017-12-21,gb,142.6
2018-06-28,2018-06-29,2018-06-29,fr,142.6
2017-12-24,2017-12-25,2017-11-29,fr,142.6
2018-06-09,2018-06-10,2018-04-28,in,142.6
2018-06-09,2018-06-10,2018-04-30,de,142.6
2017-12-24,2017-12-25,2017-11-29,es,142.6
2018-04-13,2018-04-14,2018-03-24,cn,142.9
2018-04-13,2018-04-14,2018-03-24,cn,142.9
2018-04-13,2018-04-14,2018-03-24,cn,142.9
2018-04-13,2018-04-14,2018-03-24,cn,142.9
2018-02-01,2018-02-02,2018-02-01,cn,142.9
2018-11-09,2018-11-10,2018-10-21,ch,143
2018-07-31,2018-08-01,2018-05-16,us,143
2018-04-23,2018-04-24,2018-03-09,de,143
2018-05-05,2018-05-06,2018-03-23,gf,143
2018-05-03,2018-05-04,2018-05-01,ch,143
2018-04-23,2018-04-24,2018-03-23,de,143
2018-03-19,2018-03-20,2018-03-18,ch,143.05
2018-09-01,2018-09-02,2018-08-28,ch,143.3
2018-06-14,2018-06-15,2018-05-31,ch,143.3
2018-11-02,2018-11-03,2018-11-02,gf,143.3
2018-07-22,2018-07-23,2018-06-27,ch,143.3
2018-07-16,2018-07-17,2018-07-06,de,143.3
2018-01-09,2018-01-10,2017-12-24,at,143.3
2018-11-22,2018-11-23,2018-08-16,gb,143.3
2018-06-09,2018-06-10,2017-11-29,gf,143.3
2018-05-29,2018-05-30,2018-03-11,ch,143.3
2018-08-21,2018-08-22,2018-08-09,ch,143.3
2018-11-26,2018-11-27,2018-11-24,gf,143.3
2018-05-07,2018-05-08,2018-04-27,de,143.3
2017-12-20,2017-12-21,2017-12-19,ch,143.3
2018-08-15,2018-08-16,2018-08-15,us,143.3
2018-04-20,2018-04-21,2018-04-19,ch,143.3
2018-04-03,2018-04-04,2018-03-30,de,143.3
2018-04-26,2018-04-27,2018-03-26,gf,143.3
2018-05-29,2018-05-30,2018-03-11,ch,143.3
2018-06-09,2018-06-10,2017-11-29,null,143.3
2018-06-21,2018-06-22,2018-06-21,ch,143.4
2018-03-03,2018-03-04,2018-03-03,ch,143.6
2018-12-02,2018-12-03,2018-11-13,tr,143.6
2018-04-14,2018-04-15,2018-04-05,cl,143.6
2018-01-03,2018-01-04,2017-11-29,it,143.6
2018-05-10,2018-05-11,2018-05-04,ch,143.6
2018-04-21,2018-04-22,2018-04-20,ch,143.6
2018-12-21,2018-12-22,2018-09-02,ch,143.6
2018-05-04,2018-05-05,2018-05-01,ch,143.6
2018-07-04,2018-07-05,2018-07-04,ar,143.6
2018-03-02,2018-03-03,2018-03-02,ch,143.6
2018-08-18,2018-08-19,2018-05-03,us,143.6
2018-11-22,2018-11-23,2018-11-22,ch,143.6
2018-12-21,2018-12-22,2018-09-02,ch,143.6
2018-05-04,2018-05-05,2018-05-01,ch,143.6
2018-04-29,2018-04-30,2018-04-15,kr,143.6
2018-05-12,2018-05-13,2018-04-27,pt,143.6
2018-05-05,2018-05-06,2018-04-29,ch,143.6
2017-12-28,2017-12-29,2017-12-07,ch,143.6
2017-12-30,2017-12-31,2017-12-09,de,143.6
2018-03-03,2018-03-04,2018-03-03,ch,143.6
2018-03-28,2018-03-29,2018-03-27,jp,143.6
2018-02-15,2018-02-16,2018-02-11,ch,143.6
2018-03-28,2018-03-29,2018-03-27,jp,143.6
2018-08-15,2018-08-16,2018-08-13,ch,143.7
2018-04-14,2018-04-15,2018-04-11,ru,143.7
2018-01-27,2018-01-28,2018-01-21,gf,143.8
2018-01-25,2018-01-26,2017-12-13,ch,144.3
2018-02-13,2018-02-14,2018-02-11,ch,144.3
2018-05-08,2018-05-09,2018-05-03,ch,144.3
2018-03-05,2018-03-06,2018-03-05,at,144.3
2018-11-23,2018-11-24,2018-10-29,de,144.3
2018-11-06,2018-11-07,2018-10-10,fr,144.3
2018-02-01,2018-02-02,2018-02-01,ch,144.3
2018-04-21,2018-04-22,2018-04-21,nl,144.3
2018-11-23,2018-11-24,2018-10-29,de,144.3
2018-03-28,2018-03-29,2018-03-26,ch,144.3
2018-08-20,2018-08-21,2018-08-15,it,144.3
2018-08-30,2018-08-31,2018-08-29,ch,144.3
2018-03-24,2018-03-25,2018-03-03,gf,144.3
2018-11-06,2018-11-07,2018-10-10,fr,144.3
2018-12-05,2018-12-06,2018-11-10,gf,144.3
2018-04-04,2018-04-05,2018-03-29,ch,144.3
2018-09-07,2018-09-08,2018-08-24,ch,144.3
2018-03-24,2018-03-25,2018-03-15,gf,144.3
2018-05-17,2018-05-18,2018-05-14,be,144.3
2018-09-15,2018-09-16,2018-09-09,ch,144.3
2018-03-26,2018-03-27,2018-03-25,ch,144.3
2018-11-27,2018-11-28,2018-11-27,li,144.3
2018-12-13,2018-12-14,2018-12-13,gf,144.3
2018-02-09,2018-02-10,2018-02-06,ch,144.5
2018-04-14,2018-04-15,2018-02-20,kr,144.6
2018-06-03,2018-06-04,2018-04-17,kr,144.6
2018-05-20,2018-05-21,2018-05-19,ch,144.6
2018-01-19,2018-01-20,2018-01-09,ch,144.6
2018-04-14,2018-04-15,2018-02-20,kr,144.6
2018-02-23,2018-02-24,2018-02-23,null,144.6
2018-06-08,2018-06-09,2018-05-10,gb,144.6
2018-01-27,2018-01-28,2018-01-22,ch,144.6
2018-08-01,2018-08-02,2018-01-25,nl,144.6
2018-03-16,2018-03-17,2018-03-15,se,144.6
2018-04-22,2018-04-23,2018-03-28,ch,144.6
2018-02-23,2018-02-24,2018-02-23,gf,144.6
2018-03-30,2018-03-31,2018-03-16,it,144.6
2018-05-26,2018-05-27,2018-05-13,ch,144.6
2018-08-19,2018-08-20,2018-08-06,id,144.6
2018-08-03,2018-08-04,2018-05-14,es,144.6
2018-01-27,2018-01-28,2018-01-23,es,144.6
2018-05-26,2018-05-27,2018-05-14,ch,144.6
2018-03-16,2018-03-17,2018-02-12,nl,144.6
2018-02-03,2018-02-04,2018-01-25,ch,144.6
2018-05-18,2018-05-19,2018-05-11,ch,144.6
2018-06-08,2018-06-09,2018-05-16,gb,144.6
2018-07-12,2018-07-13,2018-07-08,de,144.8
2018-03-28,2018-03-29,2018-03-01,ch,144.95
2018-12-11,2018-12-12,2018-11-16,gf,145
2018-05-31,2018-06-01,2018-05-23,gf,145
2018-09-01,2018-09-02,2018-08-28,ch,145
2018-09-02,2018-09-03,2018-09-02,gf,145
2019-01-04,2019-01-05,2018-12-30,gf,145
2018-03-01,2018-03-02,2017-12-23,ch,145.3
2018-12-18,2018-12-19,2018-12-18,ch,145.3
2018-02-27,2018-02-28,2018-02-26,gf,145.3
2018-05-02,2018-05-03,2018-04-26,gf,145.3
2018-01-31,2018-02-01,2018-01-31,al,145.3
2018-08-27,2018-08-28,2018-08-21,gf,145.3
2018-06-28,2018-06-29,2017-11-29,ch,145.3
2018-06-28,2018-06-29,2017-11-29,ch,145.3
2018-11-21,2018-11-22,2018-11-20,br,145.3
2018-12-02,2018-12-03,2018-11-29,gb,145.3
2018-09-27,2018-09-28,2017-11-29,ch,145.3
2018-11-22,2018-11-23,2018-05-29,ch,145.3
2018-01-11,2018-01-12,2017-11-29,null,145.3
2018-10-09,2018-10-10,2018-10-04,gf,145.3
2018-10-08,2018-10-09,2018-09-26,sk,145.3
2018-04-27,2018-04-28,2018-04-13,ch,145.3
2017-12-21,2017-12-22,2017-12-14,gf,145.3
2018-05-03,2018-05-04,2018-05-01,za,145.3
2018-09-30,2018-10-01,2018-09-25,fr,145.3
2018-08-17,2018-08-18,2018-07-26,ch,145.3
2018-01-11,2018-01-12,2017-11-29,null,145.3
2018-10-05,2018-10-06,2018-10-04,ch,145.3
2019-01-08,2019-01-09,2019-01-08,ch,145.3
2018-05-25,2018-05-26,2018-04-13,ch,145.3
2018-11-30,2018-12-01,2018-11-13,ch,145.3
2018-03-07,2018-03-08,2018-02-24,ch,145.3
2018-03-01,2018-03-02,2018-02-05,at,145.3
2018-01-11,2018-01-12,2017-11-29,null,145.3
2018-08-24,2018-08-25,2018-05-29,ch,145.3
2018-07-23,2018-07-24,2018-07-23,ch,145.3
2018-04-28,2018-04-29,2018-04-11,ch,145.3
2018-01-30,2018-01-31,2018-01-30,gf,145.3
2018-11-02,2018-11-03,2018-10-30,jp,145.3
2018-02-26,2018-02-27,2018-02-23,ch,145.3
2018-01-11,2018-01-12,2017-11-29,null,145.3
2018-09-14,2018-09-15,2018-05-29,ch,145.3
2018-01-11,2018-01-12,2017-11-29,null,145.3
2018-09-14,2018-09-15,2018-08-31,gf,145.3
2018-12-01,2018-12-02,2018-11-30,ch,145.3
2018-02-15,2018-02-16,2018-02-15,ch,145.3
2018-10-26,2018-10-27,2018-05-29,ch,145.3
2018-03-30,2018-03-31,2018-03-30,mx,145.6
2018-11-24,2018-11-25,2018-11-23,gf,145.6
2018-02-10,2018-02-11,2017-11-29,cn,145.6
2019-01-10,2019-01-11,2019-01-07,ch,145.6
2018-07-20,2018-07-21,2018-01-22,jp,145.6
2018-05-27,2018-05-28,2018-05-25,in,145.6
2018-01-16,2018-01-17,2018-01-14,ch,145.6
2018-02-10,2018-02-11,2017-11-29,cn,145.6
2018-03-31,2018-04-01,2018-03-31,ch,145.6
2017-12-18,2017-12-19,2017-11-29,kr,145.6
2018-03-17,2018-03-18,2018-03-08,br,145.6
2018-02-10,2018-02-11,2018-02-02,us,145.6
2018-01-04,2018-01-05,2017-12-06,kr,145.6
2018-03-17,2018-03-18,2018-03-13,gb,145.6
2018-09-29,2018-09-30,2018-03-14,nz,145.6
2018-09-22,2018-09-23,2018-03-27,tw,145.6
2018-07-22,2018-07-23,2018-06-03,us,145.6
2018-03-31,2018-04-01,2018-03-31,ch,145.6
2018-01-08,2018-01-09,2018-01-08,ch,145.6
2018-03-31,2018-04-01,2018-03-03,gb,145.6
2018-02-24,2018-02-25,2018-02-09,ch,145.6
2017-12-18,2017-12-19,2017-11-29,my,145.6
2018-03-25,2018-03-26,2018-02-28,kr,145.6
2018-03-31,2018-04-01,2018-03-31,ch,145.6
2018-03-29,2018-03-30,2018-02-27,ee,145.6
2018-07-21,2018-07-22,2018-03-03,de,145.6
2018-03-27,2018-03-28,2018-03-25,de,145.6
2018-07-06,2018-07-07,2018-01-13,de,145.6
2018-03-29,2018-03-30,2018-02-27,ee,145.6
2018-03-10,2018-03-11,2018-03-01,cn,145.6
2019-01-07,2019-01-08,2019-01-07,ch,145.6
2018-02-03,2018-02-04,2017-11-29,null,145.6
2018-04-02,2018-04-03,2018-01-29,pt,145.6
2018-03-31,2018-04-01,2018-03-30,ch,145.6
2018-03-09,2018-03-10,2018-02-28,ch,145.6
2017-12-23,2017-12-24,2017-11-29,ch,145.6
2018-07-06,2018-07-07,2018-07-05,ch,145.6
2018-07-15,2018-07-16,2018-04-25,jp,145.6
2018-05-10,2018-05-11,2018-05-10,fr,145.6
2017-12-28,2017-12-29,2017-12-27,au,145.6
2018-03-08,2018-03-09,2018-01-24,null,145.7
2018-03-08,2018-03-09,2018-01-24,null,145.7
2018-12-06,2018-12-07,2018-12-06,ch,145.7
2018-03-08,2018-03-09,2018-01-24,null,145.7
2018-09-28,2018-09-29,2018-09-28,ch,145.8
2019-01-04,2019-01-05,2018-12-11,fr,145.8
2018-12-09,2018-12-10,2018-11-17,ch,146
2018-02-14,2018-02-15,2018-02-07,us,146.3
2018-10-18,2018-10-19,2018-10-03,us,146.3
2018-02-19,2018-02-20,2018-01-24,ch,146.3
2018-05-09,2018-05-10,2018-04-29,de,146.3
2018-03-05,2018-03-06,2018-03-05,ch,146.3
2018-02-19,2018-02-20,2018-01-24,ch,146.3
2018-03-05,2018-03-06,2018-03-05,ch,146.3
2018-12-03,2018-12-04,2018-11-28,ch,146.3
2018-05-04,2018-05-05,2018-04-05,ch,146.3
2018-10-02,2018-10-03,2018-10-02,gf,146.3
2018-02-07,2018-02-08,2018-02-07,null,146.3
2018-04-10,2018-04-11,2018-03-26,gf,146.3
2018-12-10,2018-12-11,2018-12-01,ch,146.3
2018-12-01,2018-12-02,2018-11-01,fr,146.3
2018-10-13,2018-10-14,2018-09-10,hk,146.3
2018-06-21,2018-06-22,2018-04-14,de,146.3
2018-01-22,2018-01-23,2018-01-16,at,146.3
2018-02-15,2018-02-16,2018-02-14,us,146.3
2018-02-14,2018-02-15,2018-02-08,de,146.3
2018-05-01,2018-05-02,2018-04-16,ch,146.3
2018-08-04,2018-08-05,2018-08-04,kr,146.4
2017-12-16,2017-12-17,2017-12-13,ch,146.45
2018-03-03,2018-03-04,2018-02-26,ch,146.6
2018-05-10,2018-05-11,2018-05-10,fr,146.6
2017-12-16,2017-12-17,2017-11-29,hk,146.6
2018-05-13,2018-05-14,2018-05-12,es,146.6
2018-01-06,2018-01-07,2017-12-28,ch,146.6
2018-07-28,2018-07-29,2018-04-30,us,146.6
2018-01-20,2018-01-21,2017-12-23,ch,146.6
2018-01-13,2018-01-14,2018-01-12,ch,146.6
2018-03-03,2018-03-04,2018-02-27,ch,146.6
2018-04-14,2018-04-15,2018-04-08,ch,146.6
2018-01-27,2018-01-28,2018-01-22,ch,146.6
2017-12-16,2017-12-17,2017-11-29,hk,146.6
2018-03-02,2018-03-03,2018-03-02,de,146.6
2018-01-20,2018-01-21,2017-12-12,de,146.6
2018-05-18,2018-05-19,2018-05-18,it,146.6
2018-01-20,2018-01-21,2018-01-18,de,146.6
2019-01-01,2019-01-02,2018-12-31,de,146.6
2018-03-27,2018-03-28,2018-01-11,de,146.8
